timestamp,hour,actual_demand_gw,da_schedule_gw,da_price_eur_mwh,rebap_price_eur_mwh,p10_forecast_gw,p90_forecast_gw,residual_mwh,spread_eur_mwh,cash_penalty_eur
2026-08-01 00:00:00,0,20.254,19.36,73.57,51.05,15.06,23.66,89.4000000000002,-22.519999999999996,2013.2880000000043
2026-08-01 01:00:00,1,18.587,18.836,61.83,69.27,14.537,23.135,-24.899999999999878,7.439999999999998,185.25599999999903
2026-08-01 02:00:00,2,19.479,18.313,65.24,57.61,14.017,22.609,116.60000000000005,-7.6299999999999955,889.6579999999999
2026-08-01 03:00:00,3,20.533,17.792,75.92,61.65,13.5,22.084,274.09999999999997,-14.270000000000003,3911.407
2026-08-01 04:00:00,4,16.852,17.273,65.54,600.98,12.988,21.558,-42.09999999999994,535.44,22542.02399999997
2026-08-01 05:00:00,5,16.338,16.759,62.99,623.16,12.482,21.036,-42.09999999999994,560.17,23583.156999999963
2026-08-01 06:00:00,6,11.304,8.462,52.72,45.46,4.195,12.729,284.20000000000005,-7.259999999999998,2063.292
2026-08-01 07:00:00,7,5.338,3.956,40.91,14.45,-0.299,8.211,138.20000000000002,-26.459999999999997,3656.772
2026-08-01 08:00:00,8,-0.857,-0.012,23.73,34.5,-4.254,4.23,-84.5,10.77,910.0649999999999
2026-08-01 09:00:00,9,-2.349,-3.325,19.5,34.8,-7.551,0.901,97.60000000000001,15.299999999999997,-1493.2799999999997
2026-08-01 10:00:00,10,-6.724,-5.89,13.77,21.59,-10.099,-1.681,-83.40000000000006,7.82,652.1880000000006
2026-08-01 11:00:00,11,-8.476,-7.638,5.22,-8.43,-11.828,-3.448,-83.8000000000001,-13.649999999999999,-1143.8700000000013
2026-08-01 12:00:00,12,-8.092,-8.528,11.61,9.19,-12.698,-4.358,43.599999999999994,-2.42,105.51199999999999
2026-08-01 13:00:00,13,-11.989,-8.545,-5.41,-5.49,-12.693,-4.397,-344.4000000000001,-0.08000000000000007,-27.55200000000003
2026-08-01 14:00:00,14,-10.808,-7.703,8.12,15.3,-11.827,-3.579,-310.5,7.1800000000000015,2229.3900000000003
2026-08-01 15:00:00,15,-7.053,-6.041,14.15,22.17,-10.139,-1.943,-101.19999999999996,8.020000000000001,811.6239999999998
2026-08-01 16:00:00,16,-5.448,-3.625,16.82,8.01,-7.696,0.446,-182.30000000000007,-8.81,-1606.0630000000008
